Time,Trial One,Trial Two,Trial Three,Trial Four,Trial Five,Average
1926,3,3,3,3,3,3
1927,3,3,3,3,3,3
1928,3,3,3,3,3,3
1929,3,3,3,3,3,3
1930,3,3,3,3,3,3
1931,3,3,3,3,3,3
1932,3,3,3,3,3,3
1933,3,3,3,3,3,3
1934,3,3,3,3,3,3
1935,3,3,3,3,3,3
1936,3,3,3,3,3,3
1937,3,3,3,3,3,3
1938,3,3,3,3,3,3
1939,3,3,3,3,3,3
1940,3,3,3,3,3,3
1941,3,3,3,3,3,3
1942,3,3,3,3,3,3
1943,3,3,3,3,3,3
1944,3,3,3,3,3,3
1945,3,3,3,3,3,3
1946,3,3,3,3,3,3
1947,3,3,3,3,3,3
1948,3,3,3,3,3,3
1949,3,3,3,3,3,3
1950,3,3,3,3,3,3
1951,3,3,3,3,3,3
1952,3,3,3,3,3,3
1953,3,3,3,3,3,3
1954,3,3,3,3,3,3
1955,3,3,3,3,3,3
1956,3,3,3,3,3,3
1957,3,3,3,3,3,3
1958,3,3,3,3,3,3
1959,3,3,3,3,3,3
1960,3,3,3,3,3,3
1961,3,3,3,3,3,3
1962,3,3,3,3,3,3
1963,3,3,3,3,3,3
1964,3,3,3,3,3,3
1965,3,3,3,3,3,3
1966,3,3,3,3,3,3
1967,3,3,3,3,3,3
1968,3,3,3,3,3,3
1969,3,3,3,3,3,3
1970,3,3,3,3,3,3
1971,3,3,3,3,3,3
1972,3,3,3,3,3,3
1973,3,3,3,3,3,3
1974,3,3,3,3,3,3
1975,3,3,3,3,3,3
1976,3,3,3,3,3,3
1977,3,3,3,3,3,3
1978,3,3,3,3,3,3
1979,3,3,3,3,3,3
1980,3,3,3,3,3,3
1981,3,3,3,3,3,3
1982,3,3,3,3,3,3
1983,3,3,3,3,3,3
1984,3,3,3,3,3,3
1985,3,3,3,3,3,3
1986,3,3,3,3,3,3
1987,3,3,3,3,3,3
1988,3,3,3,3,3,3
1989,3,3,3,3,3,3
1990,3,3,3,3,3,3
1991,3,3,3,3,3,3
1992,3,3,3,3,3,3
1993,3,3,3,3,3,3
1994,3,3,3,3,3,3
1995,3,3,3,3,3,3
1996,3,3,3,3,3,3
1997,3,3,3,3,3,3
1998,3,3,3,3,3,3
1999,3,3,3,3,3,3
2000,3,3,3,3,3,3
2001,3,3,3,3,3,3
2002,3,3,3,3,3,3
2003,3,3,3,3,3,3
2004,3,3,3,3,3,3
2005,3,3,3,3,3,3
2006,3,3,3,3,3,3
2007,3,3,3,3,3,3
2008,3,3,3,3,3,3
2009,3,3,3,3,3,3
2010,3,3,3,3,3,3
2011,3,3,3,3,3,3
2012,3,3,3,3,3,3
2013,3,3,3,3,3,3
2014,3,3,3,3,3,3
2015,3,3,3,3,3,3
2016,3,3,3,3,3,3
2017,3,3,3,3,3,3
2018,3,3,3,3,3,3
2019,3,3,3,3,3,3
2020,3,3,3,3,3,3
2021,3,3,3,3,3,3
2022,3,3,3,3,3,3
2023,3,3,3,3,3,3
2024,3,3,3,3,3,3
2025,3,3,3,3,3,3
2026,3,3,3,3,3,3
2027,3,3,3,3,3,3
2028,3,3,3,3,3,3
2029,3,3,3,3,3,3
2030,3,3,3,3,3,3
2031,3,3,3,3,3,3
2032,3,3,3,3,3,3
2033,3,3,3,3,3,3
2034,3,3,3,3,3,3
2035,3,3,3,3,3,3
2036,3,3,3,3,3,3
2037,3,3,3,3,3,3
2038,3,3,3,3,3,3
2039,3,3,3,3,3,3
2040,3,3,3,3,3,3
2041,3,3,3,3,3,3
2042,3,3,3,3,3,3
2043,3,3,3,3,3,3
2044,3,3,3,3,3,3
2045,3,3,3,3,3,3
2046,3,3,3,3,3,3
2047,3,3,3,3,3,3
2048,3,3,3,3,3,3
2049,3,3,3,3,3,3
2050,3,3,3,3,3,3
2051,3,3,3,3,3,3
2052,3,3,3,3,3,3
2053,3,3,3,3,3,3
2054,3,3,3,3,3,3
2055,3,3,3,3,3,3
2056,3,3,3,3,3,3
2057,3,3,3,3,3,3
2058,3,3,3,3,3,3
2059,3,3,3,3,3,3
2060,3,3,3,3,3,3
2061,3,3,3,3,3,3
2062,3,3,3,3,3,3
2063,3,3,3,3,3,3
2064,3,3,3,3,3,3
2065,3,3,3,3,3,3
2066,3,3,3,3,3,3
2067,3,3,3,3,3,3
2068,3,3,3,3,3,3
2069,3,3,3,3,3,3
2070,3,3,3,3,3,3
2071,3,3,3,3,3,3
2072,3,3,3,3,3,3
2073,3,3,3,3,3,3
2074,3,3,3,3,3,3
2075,3,3,3,3,3,3
2076,3,3,3,3,3,3
2077,3,3,3,3,3,3
2078,3,3,3,3,3,3
2079,3,3,3,3,3,3
2080,3,3,3,3,3,3
2081,3,3,3,3,3,3
2082,3,3,3,3,3,3
2083,3,3,3,3,3,3
2084,3,3,3,3,3,3
2085,3,3,3,3,3,3
2086,3,3,3,3,3,3
2087,3,3,3,3,3,3
2088,3,3,3,3,3,3
2089,3,3,3,3,3,3
2090,3,3,3,3,3,3
2091,3,3,3,3,3,3
2092,3,3,3,3,3,3
2093,3,3,3,3,3,3
2094,3,3,3,3,3,3
2095,3,3,3,3,3,3
2096,3,3,3,3,3,3
2097,3,3,3,3,3,3
2098,3,3,3,3,3,3
2099,3,3,3,3,3,3
2100,3,3,3,3,3,3
2101,3,3,3,3,3,3
2102,3,3,3,3,3,3
2103,3,3,3,3,3,3
2104,3,3,3,3,3,3
2105,3,3,3,3,3,3
2106,3,3,3,3,3,3
2107,3,3,3,3,3,3
2108,3,3,3,3,3,3
2109,3,3,3,3,3,3
2110,3,3,3,3,3,3
2111,3,3,3,3,3,3
2112,3,3,3,3,3,3
2113,3,3,3,3,3,3
2114,3,3,3,3,3,3
2115,3,3,3,3,3,3
2116,3,3,3,3,3,3
2117,3,3,3,3,3,3
2118,3,3,3,3,3,3
2119,3,3,3,3,3,3
2120,3,3,3,3,3,3
2121,3,3,3,3,3,3
2122,3,3,3,3,3,3
2123,3,3,3,3,3,3
2124,3,3,3,3,3,3
2125,3,3,3,3,3,3
2126,3,3,3,3,3,3
2127,3,3,3,3,3,3
2128,3,3,3,3,3,3
2129,3,3,3,3,3,3
2130,3,3,3,3,3,3
2131,3,3,3,3,3,3
2132,3,3,3,3,3,3
2133,3,3,3,3,3,3
2134,3,3,3,3,3,3
2135,3,3,3,3,3,3
2136,3,3,3,3,3,3
2137,3,3,3,3,3,3
2138,3,3,3,3,3,3
2139,3,3,3,3,3,3
2140,3,3,3,3,3,3
2141,3,3,3,3,3,3
2142,3,3,3,3,3,3
2143,3,3,3,3,3,3
2144,3,3,3,3,3,3
2145,3,3,3,3,3,3
2146,3,3,3,3,3,3
2147,3,3,3,3,3,3
2148,3,3,3,3,3,3
2149,3,3,3,3,3,3
2150,3,3,3,3,3,3
2151,3,3,3,3,3,3
2152,3,3,3,3,3,3
2153,3,3,3,3,3,3
2154,3,3,3,3,3,3
2155,3,3,3,3,3,3
2156,3,3,3,3,3,3
2157,3,3,3,3,3,3
2158,3,3,3,3,3,3
2159,3,3,3,3,3,3
2160,3,3,3,3,3,3
2161,3,3,3,3,3,3
2162,3,3,3,3,3,3
2163,3,3,3,3,3,3
2164,3,3,3,3,3,3
2165,3,3,3,3,3,3
2166,3,3,3,3,3,3
2167,3,3,3,3,3,3
2168,3,3,3,3,3,3
2169,3,3,3,3,3,3
2170,3,3,3,3,3,3
2171,3,3,3,3,3,3
2172,3,3,3,3,3,3
2173,3,3,3,3,3,3
2174,3,3,3,3,3,3
2175,3,3,3,3,3,3
2176,3,3,3,3,3,3
2177,3,3,3,3,3,3
2178,3,3,3,3,3,3
2179,3,3,3,3,3,3
2180,3,3,3,3,3,3
2181,3,3,3,3,3,3
2182,3,3,3,3,3,3
2183,3,3,3,3,3,3
2184,3,3,3,3,3,3
2185,3,3,3,3,3,3
2186,3,3,3,3,3,3
2187,3,3,3,3,3,3
2188,3,3,3,3,3,3
2189,3,3,3,3,3,3
2190,3,3,3,3,3,3
2191,3,3,3,3,3,3
2192,3,3,3,3,3,3
2193,3,3,3,3,3,3
2194,3,3,3,3,3,3
2195,3,3,3,3,3,3
2196,3,3,3,3,3,3
2197,3,3,3,3,3,3
2198,3,3,3,3,3,3
2199,3,3,3,3,3,3
2200,3,3,3,3,3,3
2201,3,3,3,3,3,3
2202,3,3,3,3,3,3
2203,3,3,3,3,3,3
2204,3,3,3,3,3,3
2205,3,3,3,3,3,3
2206,3,3,3,3,3,3
2207,3,3,3,3,3,3
2208,3,3,3,3,3,3
2209,3,3,3,3,3,3
2210,3,3,3,3,3,3
2211,3,3,3,3,3,3
2212,3,3,3,3,3,3
2213,3,3,3,3,3,3
2214,3,3,3,3,3,3
2215,3,3,3,3,3,3
2216,3,3,3,3,3,3
2217,3,3,3,3,3,3
2218,3,3,3,3,3,3
2219,3,3,3,3,3,3
2220,3,3,3,3,3,3
2221,3,3,3,3,3,3
2222,3,3,3,3,3,3
2223,3,3,3,3,3,3
2224,3,3,3,3,3,3
2225,3,3,3,3,3,3
2226,3,3,3,3,3,3
2227,3,3,3,3,3,3
2228,3,3,3,3,3,3
2229,3,3,3,3,3,3
2230,3,3,3,3,3,3
2231,3,3,3,3,3,3
2232,3,3,3,3,3,3
2233,3,3,3,3,3,3
2234,3,3,3,3,3,3
2235,3,3,3,3,3,3
2236,3,3,3,3,3,3
2237,3,3,3,3,3,3
2238,3,3,3,3,3,3
2239,3,3,3,3,3,3
2240,3,3,3,3,3,3
2241,3,3,3,3,3,3
2242,3,3,3,3,3,3
2243,3,3,3,3,3,3
2244,3,3,3,3,3,3
2245,3,3,3,3,3,3
2246,3,3,3,3,3,3
2247,3,3,3,3,3,3
2248,3,3,3,3,3,3
2249,3,3,3,3,3,3
2250,3,3,3,3,3,3
2251,3,3,3,3,3,3
2252,3,3,3,3,3,3
2253,3,3,3,3,3,3
2254,3,3,3,3,3,3
2255,3,3,3,3,3,3
2256,3,3,3,3,3,3
2257,3,3,3,3,3,3
2258,3,3,3,3,3,3
2259,3,3,3,3,3,3
2260,3,3,3,3,3,3
2261,3,3,3,3,3,3
2262,3,3,3,3,3,3
2263,3,3,3,3,3,3
2264,3,3,3,3,3,3
2265,3,3,3,3,3,3
2266,3,3,3,3,3,3
2267,3,3,3,3,3,3
2268,3,3,3,3,3,3
2269,3,3,3,3,3,3
2270,3,3,3,3,3,3
2271,3,3,3,3,3,3
2272,3,3,3,3,3,3
2273,3,3,3,3,3,3
2274,3,3,3,3,3,3
2275,3,3,3,3,3,3
2276,3,3,3,3,3,3
2277,3,3,3,3,3,3
2278,3,3,3,3,3,3
2279,3,3,3,3,3,3
2280,3,3,3,3,3,3
2281,3,3,3,3,3,3
2282,3,3,3,3,3,3
2283,3,3,3,3,3,3
2284,3,3,3,3,3,3
2285,3,3,3,3,3,3
2286,3,3,3,3,3,3
2287,3,3,3,3,3,3
2288,3,3,3,3,3,3
2289,3,3,3,3,3,3
2290,3,3,3,3,3,3
2291,3,3,3,3,3,3
2292,3,3,3,3,3,3
2293,3,3,3,3,3,3
2294,3,3,3,3,3,3
2295,3,3,3,3,3,3
2296,3,3,3,3,3,3
2297,3,3,3,3,3,3
2298,3,3,3,3,3,3
2299,3,3,3,3,3,3
2300,3,3,3,3,3,3
2301,3,3,3,3,3,3
2302,3,3,3,3,3,3
2303,3,3,3,3,3,3
2304,3,3,3,3,3,3
2305,3,3,3,3,3,3
2306,3,3,3,3,3,3
2307,3,3,3,3,3,3
2308,3,3,3,3,3,3
2309,3,3,3,3,3,3
2310,3,3,3,3,3,3
2311,3,3,3,3,3,3
2312,3,3,3,3,3,3
2313,3,3,3,3,3,3
2314,3,3,3,3,3,3
2315,3,3,3,3,3,3
2316,3,3,3,3,3,3
2317,3,3,3,3,3,3
2318,3,3,3,3,3,3
2319,3,3,3,3,3,3
2320,3,3,3,3,3,3
2321,3,3,3,3,3,3
2322,3,3,3,3,3,3
2323,3,3,3,3,3,3
2324,3,3,3,3,3,3
2325,3,3,3,3,3,3
2326,3,3,3,3,3,3
2327,3,3,3,3,3,3
2328,3,3,3,3,3,3
2329,3,3,3,3,3,3
2330,3,3,3,3,3,3
2331,3,3,3,3,3,3
2332,3,3,3,3,3,3
2333,3,3,3,3,3,3
2334,3,3,3,3,3,3
2335,3,3,3,3,3,3
2336,3,3,3,3,3,3
2337,3,3,3,3,3,3
2338,3,3,3,3,3,3
2339,3,3,3,3,3,3
2340,3,3,3,3,3,3
2341,3,3,3,3,3,3
2342,3,3,3,3,3,3
2343,3,3,3,3,3,3
2344,3,3,3,3,3,3
2345,3,3,3,3,3,3
2346,3,3,3,3,3,3
2347,3,3,3,3,3,3
2348,3,3,3,3,3,3
2349,3,3,3,3,3,3
2350,3,3,3,3,3,3
2351,3,3,3,3,3,3
2352,3,3,3,3,3,3
2353,3,3,3,3,3,3
2354,3,3,3,3,3,3
2355,3,3,3,3,3,3
2356,3,3,3,3,3,3
2357,3,3,3,3,3,3
2358,3,3,3,3,3,3
2359,3,3,3,3,3,3
2360,3,3,3,3,3,3
2361,3,3,3,3,3,3
2362,3,3,3,3,3,3
2363,3,3,3,3,3,3
2364,3,3,3,3,3,3
2365,3,3,3,3,3,3
2366,3,3,3,3,3,3
2367,3,3,3,3,3,3
2368,3,3,3,3,3,3
2369,3,3,3,3,3,3
2370,3,3,3,3,3,3
2371,3,3,3,3,3,3
2372,3,3,3,3,3,3
2373,3,3,3,3,3,3
2374,3,3,3,3,3,3
2375,3,3,3,3,3,3
2376,3,3,3,3,3,3
2377,3,3,3,3,3,3
2378,3,3,3,3,3,3
2379,3,3,3,3,3,3
2380,3,3,3,3,3,3
2381,3,3,3,3,3,3
2382,3,3,3,3,3,3
2383,3,3,3,3,3,3
2384,3,3,3,3,3,3
2385,3,3,3,3,3,3
2386,3,3,3,3,3,3
2387,3,3,3,3,3,3
2388,3,3,3,3,3,3
2389,3,3,3,3,3,3
2390,3,3,3,3,3,3
2391,3,3,3,3,3,3
2392,3,3,3,3,3,3
2393,3,3,3,3,3,3
2394,3,3,3,3,3,3
2395,3,3,3,3,3,3
2396,3,3,3,3,3,3
2397,3,3,3,3,3,3
2398,3,3,3,3,3,3
2399,3,3,3,3,3,3
2400,3,3,3,3,3,3
2401,3,3,3,3,3,3
2402,3,3,3,3,3,3
2403,3,3,3,3,3,3
2404,3,3,3,3,3,3
2405,3,3,3,3,3,3
2406,3,3,3,3,3,3
2407,3,3,3,3,3,3
2408,3,3,3,3,3,3
2409,3,3,3,3,3,3
2410,3,3,3,3,3,3
2411,3,3,3,3,3,3
2412,3,3,3,3,3,3
2413,3,3,3,3,3,3
2414,3,3,3,3,3,3
2415,3,3,3,3,3,3
2416,3,3,3,3,3,3
2417,3,3,3,3,3,3
2418,3,3,3,3,3,3
2419,3,3,3,3,3,3
2420,3,3,3,3,3,3
2421,3,3,3,3,3,3
2422,3,3,3,3,3,3
2423,3,3,3,3,3,3
2424,3,3,3,3,3,3
2425,3,3,3,3,3,3
2426,3,3,3,3,3,3
2427,3,3,3,3,3,3
2428,3,3,3,3,3,3
2429,3,3,3,3,3,3
2430,3,3,3,3,3,3
2431,3,3,3,3,3,3
2432,3,3,3,3,3,3
2433,3,3,3,3,3,3
2434,3,3,3,3,3,3
2435,3,3,3,3,3,3
2436,3,3,3,3,3,3
2437,3,3,3,3,3,3
2438,3,3,3,3,3,3
2439,3,3,3,3,3,3
2440,3,3,3,3,3,3
2441,3,3,3,3,3,3
2442,3,3,3,3,3,3
2443,3,3,3,3,3,3
2444,3,3,3,3,3,3
2445,3,3,3,3,3,3
2446,3,3,3,3,3,3
2447,3,3,3,3,3,3
2448,3,3,3,3,3,3
2449,3,3,3,3,3,3
2450,3,3,3,3,3,3
2451,3,3,3,3,3,3
2452,3,3,3,3,3,3
2453,3,3,3,3,3,3
2454,3,3,3,3,3,3
2455,3,3,3,3,3,3
2456,3,3,3,3,3,3
2457,3,3,3,3,3,3
2458,3,3,3,3,3,3
2459,3,3,3,3,3,3
2460,3,3,3,3,3,3
2461,3,3,3,3,3,3
2462,3,3,3,3,3,3
2463,3,3,3,3,3,3
2464,3,3,3,3,3,3
2465,3,3,3,3,3,3
2466,3,3,3,3,3,3
2467,3,3,3,3,3,3
2468,3,3,3,3,3,3
2469,3,3,3,3,3,3
2470,3,3,3,3,3,3
2471,3,3,3,3,3,3
2472,3,3,3,3,3,3
2473,3,3,3,3,3,3
2474,3,3,3,3,3,3
2475,3,3,3,3,3,3
2476,3,3,3,3,3,3
2477,3,3,3,3,3,3
2478,3,3,3,3,3,3
2479,3,3,3,3,3,3
2480,3,3,3,3,3,3
2481,3,3,3,3,3,3
2482,3,3,3,3,3,3
2483,3,3,3,3,3,3
2484,3,3,3,3,3,3
2485,3,3,3,3,3,3
2486,3,3,3,3,3,3
2487,3,3,3,3,3,3
2488,3,3,3,3,3,3
2489,3,3,3,3,3,3
2490,3,3,3,3,3,3
2491,3,3,3,3,3,3
2492,3,3,3,3,3,3
2493,3,3,3,3,3,3
2494,3,3,3,3,3,3
2495,3,3,3,3,3,3
2496,3,3,3,3,3,3
2497,3,3,3,3,3,3
2498,3,3,3,3,3,3
2499,3,3,3,3,3,3
2500,3,3,3,3,3,3
2501,3,3,3,3,3,3
2502,3,3,3,3,3,3
2503,3,3,3,3,3,3
2504,3,3,3,3,3,3
2505,3,3,3,3,3,3
2506,3,3,3,3,3,3
2507,3,3,3,3,3,3
2508,3,3,3,3,3,3
2509,3,3,3,3,3,3
2510,3,3,3,3,3,3
2511,3,3,3,3,3,3
2512,3,3,3,3,3,3
2513,3,3,3,3,3,3
2514,3,3,3,3,3,3
2515,3,3,3,3,3,3
2516,3,3,3,3,3,3
2517,3,3,3,3,3,3
2518,3,3,3,3,3,3
2519,3,3,3,3,3,3
2520,3,3,3,3,3,3
2521,3,3,3,3,3,3
2522,3,3,3,3,3,3
2523,3,3,3,3,3,3
2524,3,3,3,3,3,3
2525,3,3,3,3,3,3
2526,3,3,3,3,3,3
2527,3,3,3,3,3,3
2528,3,3,3,3,3,3
2529,3,3,3,3,3,3
2530,3,3,3,3,3,3
2531,3,3,3,3,3,3
2532,3,3,3,3,3,3
2533,3,3,3,3,3,3
2534,3,3,3,3,3,3
2535,3,3,3,3,3,3
2536,3,3,3,3,3,3
2537,3,3,3,3,3,3
2538,3,3,3,3,3,3
2539,3,3,3,3,3,3
2540,3,3,3,3,3,3
2541,3,3,3,3,3,3
2542,3,3,3,3,3,3
2543,3,3,3,3,3,3
2544,3,3,3,3,3,3
2545,3,3,3,3,3,3
2546,3,3,3,3,3,3
2547,3,3,3,3,3,3
2548,3,3,3,3,3,3
2549,3,3,3,3,3,3
2550,3,3,3,3,3,3
2551,3,3,3,3,3,3
2552,3,3,3,3,3,3
2553,3,3,3,3,3,3
2554,3,3,3,3,3,3
2555,3,3,3,3,3,3
2556,3,3,3,3,3,3
2557,3,3,3,3,3,3
2558,3,3,3,3,3,3
2559,3,3,3,3,3,3
2560,3,3,3,3,3,3
2561,3,3,3,3,3,3
2562,3,3,3,3,3,3
2563,3,3,3,3,3,3
2564,3,3,3,3,3,3
2565,3,3,3,3,3,3
2566,3,3,3,3,3,3
2567,3,3,3,3,3,3
2568,3,3,3,3,3,3
2569,3,3,3,3,3,3
2570,3,3,3,3,3,3
2571,3,3,3,3,3,3
2572,3,3,3,3,3,3
2573,3,3,3,3,3,3
2574,3,3,3,3,3,3
2575,3,3,3,3,3,3
2576,3,3,3,3,3,3
2577,3,3,3,3,3,3
2578,3,3,3,3,3,3
2579,3,3,3,3,3,3
2580,3,3,3,3,3,3
2581,3,3,3,3,3,3
2582,3,3,3,3,3,3
2583,3,3,3,3,3,3
2584,3,3,3,3,3,3
2585,3,3,3,3,3,3
2586,3,3,3,3,3,3
2587,3,3,3,3,3,3
2588,3,3,3,3,3,3
2589,3,3,3,3,3,3
2590,3,3,3,3,3,3
2591,3,3,3,3,3,3
2592,3,3,3,3,3,3
2593,3,3,3,3,3,3
2594,3,3,3,3,3,3
2595,3,3,3,3,3,3
2596,3,3,3,3,3,3
2597,3,3,3,3,3,3
2598,3,3,3,3,3,3
2599,3,3,3,3,3,3
2600,3,3,3,3,3,3
2601,3,3,3,3,3,3
2602,3,3,3,3,3,3
2603,3,3,3,3,3,3
2604,3,3,3,3,3,3
2605,3,3,3,3,3,3
2606,3,3,3,3,3,3
2607,3,3,3,3,3,3
2608,3,3,3,3,3,3
2609,3,3,3,3,3,3
2610,3,3,3,3,3,3
2611,3,3,3,3,3,3
2612,3,3,3,3,3,3
2613,3,3,3,3,3,3
2614,3,3,3,3,3,3
2615,3,3,3,3,3,3
2616,3,3,3,3,3,3
2617,3,3,3,3,3,3
2618,3,3,3,3,3,3
2619,3,3,3,3,3,3
2620,3,3,3,3,3,3
2621,3,3,3,3,3,3
2622,3,3,3,3,3,3
2623,3,3,3,3,3,3
2624,3,3,3,3,3,3
2625,3,3,3,3,3,3
2626,3,3,3,3,3,3
2627,3,3,3,3,3,3
2628,3,3,3,3,3,3
2629,3,3,3,3,3,3
2630,3,3,3,3,3,3
2631,3,3,3,3,3,3
2632,3,3,3,3,3,3
2633,3,3,3,3,3,3
2634,3,3,3,3,3,3
2635,3,3,3,3,3,3
2636,3,3,3,3,3,3
2637,3,3,3,3,3,3
2638,3,3,3,3,3,3
2639,3,3,3,3,3,3
2640,3,3,3,3,3,3
2641,3,3,3,3,3,3
2642,3,3,3,3,3,3
2643,3,3,3,3,3,3
2644,3,3,3,3,3,3
2645,3,3,3,3,3,3
2646,3,3,3,3,3,3
2647,3,3,3,3,3,3
2648,3,3,3,3,3,3
2649,3,3,3,3,3,3
2650,3,3,3,3,3,3
2651,3,3,3,3,3,3
2652,3,3,3,3,3,3
2653,3,3,3,3,3,3
2654,3,3,3,3,3,3
2655,3,3,3,3,3,3
2656,3,3,3,3,3,3
2657,3,3,3,3,3,3
2658,3,3,3,3,3,3
2659,3,3,3,3,3,3
2660,3,3,3,3,3,3
2661,3,3,3,3,3,3
2662,3,3,3,3,3,3
2663,3,3,3,3,3,3
2664,3,3,3,3,3,3
2665,3,3,3,3,3,3
2666,3,3,3,3,3,3
2667,3,3,3,3,3,3
2668,3,3,3,3,3,3
2669,3,3,3,3,3,3
2670,3,3,3,3,3,3
2671,3,3,3,3,3,3
2672,3,3,3,3,3,3
2673,3,3,3,3,3,3
2674,3,3,3,3,3,3
2675,3,3,3,3,3,3
2676,3,3,3,3,3,3
2677,3,3,3,3,3,3
2678,3,3,3,3,3,3
2679,3,3,3,3,3,3
2680,3,3,3,3,3,3
2681,3,3,3,3,3,3
2682,3,3,3,3,3,3
2683,3,3,3,3,3,3
2684,3,3,3,3,3,3
2685,3,3,3,3,3,3
2686,3,3,3,3,3,3
2687,3,3,3,3,3,3
2688,3,3,3,3,3,3
2689,3,3,3,3,3,3
2690,3,3,3,3,3,3
2691,3,3,3,3,3,3
2692,3,3,3,3,3,3
2693,3,3,3,3,3,3
2694,3,3,3,3,3,3
2695,3,3,3,3,3,3
2696,3,3,3,3,3,3
2697,3,3,3,3,3,3
2698,3,3,3,3,3,3
2699,3,3,3,3,3,3
2700,3,3,3,3,3,3
2701,3,3,3,3,3,3
2702,3,3,3,3,3,3
2703,3,3,3,3,3,3
2704,3,3,3,3,3,3
2705,3,3,3,3,3,3
2706,3,3,3,3,3,3
2707,3,3,3,3,3,3
2708,3,3,3,3,3,3
2709,3,3,3,3,3,3
2710,3,3,3,3,3,3
2711,3,3,3,3,3,3
2712,3,3,3,3,3,3
2713,3,3,3,3,3,3
2714,3,3,3,3,3,3
2715,3,3,3,3,3,3
2716,3,3,3,3,3,3
2717,3,3,3,3,3,3
2718,3,3,3,3,3,3
2719,3,3,3,3,3,3
2720,3,3,3,3,3,3
2721,3,3,3,3,3,3
2722,3,3,3,3,3,3
2723,3,3,3,3,3,3
2724,3,3,3,3,3,3
2725,3,3,3,3,3,3
2726,3,3,3,3,3,3
2727,3,3,3,3,3,3
2728,3,3,3,3,3,3
2729,3,3,3,3,3,3
2730,3,3,3,3,3,3
2731,3,3,3,3,3,3
2732,3,3,3,3,3,3
2733,3,3,3,3,3,3
2734,3,3,3,3,3,3
2735,3,3,3,3,3,3
2736,3,3,3,3,3,3
2737,3,3,3,3,3,3
2738,3,3,3,3,3,3
2739,3,3,3,3,3,3
2740,3,3,3,3,3,3
2741,3,3,3,3,3,3
2742,3,3,3,3,3,3
2743,3,3,3,3,3,3
2744,3,3,3,3,3,3
2745,3,3,3,3,3,3
2746,3,3,3,3,3,3
2747,3,3,3,3,3,3
2748,3,3,3,3,3,3
2749,3,3,3,3,3,3
2750,3,3,3,3,3,3
2751,3,3,3,3,3,3
2752,3,3,3,3,3,3
2753,3,3,3,3,3,3
2754,3,3,3,3,3,3
2755,3,3,3,3,3,3
2756,3,3,3,3,3,3
2757,3,3,3,3,3,3
2758,3,3,3,3,3,3
2759,3,3,3,3,3,3
2760,3,3,3,3,3,3
2761,3,3,3,3,3,3
2762,3,3,3,3,3,3
2763,3,3,3,3,3,3
2764,3,3,3,3,3,3
2765,3,3,3,3,3,3
2766,3,3,3,3,3,3
2767,3,3,3,3,3,3
2768,3,3,3,3,3,3
2769,3,3,3,3,3,3
2770,3,3,3,3,3,3
2771,3,3,3,3,3,3
2772,3,3,3,3,3,3
2773,3,3,3,3,3,3
2774,3,3,3,3,3,3
2775,3,3,3,3,3,3
2776,3,3,3,3,3,3
2777,3,3,3,3,3,3
2778,3,3,3,3,3,3
2779,3,3,3,3,3,3
2780,3,3,3,3,3,3
2781,3,3,3,3,3,3
2782,3,3,3,3,3,3
2783,3,3,3,3,3,3
2784,3,3,3,3,3,3
2785,3,3,3,3,3,3
2786,3,3,3,3,3,3
2787,3,3,3,3,3,3
2788,3,3,3,3,3,3
2789,3,3,3,3,3,3
2790,3,3,3,3,3,3
2791,3,3,3,3,3,3
2792,3,3,3,3,3,3
2793,3,3,3,3,3,3
2794,3,3,3,3,3,3
2795,3,3,3,3,3,3
2796,3,3,3,3,3,3
2797,3,3,3,3,3,3
2798,3,3,3,3,3,3
2799,3,3,3,3,3,3
2800,3,3,3,3,3,3
2801,3,3,3,3,3,3
2802,3,3,3,3,3,3
2803,3,3,3,3,3,3
2804,3,3,3,3,3,3
2805,3,3,3,3,3,3
2806,3,3,3,3,3,3
2807,3,3,3,3,3,3
2808,3,3,3,3,3,3
2809,3,3,3,3,3,3
2810,3,3,3,3,3,3
2811,3,3,3,3,3,3
2812,3,3,3,3,3,3
2813,3,3,3,3,3,3
2814,3,3,3,3,3,3
2815,3,3,3,3,3,3
2816,3,3,3,3,3,3
2817,3,3,3,3,3,3
2818,3,3,3,3,3,3
2819,3,3,3,3,3,3
2820,3,3,3,3,3,3
2821,3,3,3,3,3,3
2822,3,3,3,3,3,3
2823,3,3,3,3,3,3
2824,3,3,3,3,3,3
2825,3,3,3,3,3,3
2826,3,3,3,3,3,3
2827,3,3,3,3,3,3
2828,3,3,3,3,3,3
2829,3,3,3,3,3,3
2830,3,3,3,3,3,3
2831,3,3,3,3,3,3
2832,3,3,3,3,3,3
2833,3,3,3,3,3,3
2834,3,3,3,3,3,3
2835,3,3,3,3,3,3
2836,3,3,3,3,3,3
2837,3,3,3,3,3,3
2838,3,3,3,3,3,3
2839,3,3,3,3,3,3
2840,3,3,3,3,3,3
2841,3,3,3,3,3,3
2842,3,3,3,3,3,3
2843,3,3,3,3,3,3
2844,3,3,3,3,3,3
2845,3,3,3,3,3,3
2846,3,3,3,3,3,3
2847,3,3,3,3,3,3
2848,3,3,3,3,3,3
2849,3,3,3,3,3,3
2850,3,3,3,3,3,3
2851,3,3,3,3,3,3
2852,3,3,3,3,3,3
2853,3,3,3,3,3,3
2854,3,3,3,3,3,3
2855,3,3,3,3,3,3
2856,3,3,3,3,3,3
